analysis_split,image_id,class_id,native_h,native_w,native_beta0,native_beta1,resized_beta0,resized_beta1,native_foreground_fraction,resized_foreground_fraction,topology_preserved
train,saint_bernard_106,29,333,500,1,0,1,0,0.295339339,0.195922852,1
train,saint_bernard_111,29,426,500,1,0,1,0,0.0811877934,0.0684814453,1
train,saint_bernard_161,29,500,375,2,1,2,1,0.296197333,0.223388672,1
train,saint_bernard_109,29,332,500,1,0,1,0,0.11660241,0.0776367188,1
train,saint_bernard_141,29,375,500,2,0,2,0,0.289370667,0.219299316,1
train,saint_bernard_150,29,333,500,2,0,3,1,0.107747748,0.0729370117,0
train,saint_bernard_187,29,500,333,2,0,2,0,0.369717718,0.244689941,1
train,saint_bernard_168,29,500,375,1,0,1,1,0.526757333,0.394714355,0
train,saint_bernard_174,29,333,500,2,0,1,0,0.474972973,0.315246582,0
train,saint_bernard_147,29,335,500,2,0,1,0,0.383337313,0.254699707,0
train,saint_bernard_160,29,500,375,2,0,2,0,0.486442667,0.365661621,1
train,saint_bernard_100,29,375,500,1,0,1,0,0.418944,0.313476562,1
train,saint_bernard_102,29,262,500,1,0,1,0,0.510267176,0.267944336,1
train,saint_bernard_132,29,375,500,1,1,1,0,0.387568,0.291625977,0
train,saint_bernard_146,29,375,500,1,1,1,0,0.298986667,0.225280762,0
train,saint_bernard_188,29,500,333,4,0,2,0,0.317705706,0.209106445,0
train,saint_bernard_122,29,334,500,1,0,1,0,0.732538922,0.491638184,1
train,saint_bernard_105,29,375,500,1,0,1,0,0.587877333,0.440063477,1
train,saint_bernard_170,29,500,330,2,4,1,2,0.247454545,0.161560059,0
train,saint_bernard_167,29,333,500,2,0,1,0,0.415447447,0.27520752,0
train,saint_bernard_189,29,500,333,2,0,1,0,0.310084084,0.205322266,0
train,saint_bernard_139,29,500,333,2,3,1,4,0.205753754,0.135192871,0
train,saint_bernard_118,29,451,500,1,0,1,0,0.519875831,0.467712402,1
train,saint_bernard_179,29,500,375,2,2,2,2,0.226346667,0.169799805,1
train,saint_bernard_140,29,500,450,3,0,2,0,0.370773333,0.332641602,0
train,saint_bernard_126,29,375,500,1,10,1,6,0.268618667,0.201477051,0
train,saint_bernard_175,29,375,500,2,5,2,3,0.274986667,0.205749512,0
train,saint_bernard_119,29,333,500,1,0,1,0,0.102474474,0.0674438477,1
train,saint_bernard_15,29,375,500,0,0,0,0,0,0,1
train,saint_bernard_173,29,333,500,2,0,1,0,0.44612012,0.295898438,0
train,saint_bernard_117,29,500,367,1,2,1,1,0.569297003,0.416381836,0
train,saint_bernard_120,29,331,500,1,0,1,0,0.0771963746,0.0514526367,1
train,saint_bernard_133,29,375,500,1,0,1,0,0.486464,0.365234375,1
train,saint_bernard_166,29,329,500,1,0,2,0,0.268753799,0.176635742,0
train,saint_bernard_125,29,500,392,1,0,1,0,0.469612245,0.367126465,1
train,saint_bernard_158,29,500,307,2,2,2,1,0.41580456,0.257507324,0
train,saint_bernard_156,29,333,500,2,0,2,0,0.280102102,0.185058594,1
train,saint_bernard_165,29,375,500,2,1,1,0,0.34864,0.259460449,0
train,saint_bernard_127,29,334,500,1,0,1,0,0.603826347,0.405700684,1
train,samoyed_172,30,375,500,1,0,1,0,0.509909333,0.383117676,1
train,samoyed_183,30,334,500,1,0,1,0,0.195413174,0.131408691,1
train,samoyed_178,30,334,500,2,0,1,0,0.158419162,0.104919434,0
train,samoyed_107,30,375,500,1,0,1,0,0.773477333,0.57989502,1
train,samoyed_134,30,500,375,2,0,1,0,0.358090667,0.267883301,0
train,samoyed_163,30,333,500,2,1,2,0,0.237507508,0.157531738,0
train,samoyed_180,30,334,500,2,0,1,0,0.267784431,0.178955078,0
train,samoyed_109,30,333,500,1,0,1,0,0.531153153,0.352661133,1
train,samoyed_168,30,500,333,1,1,1,0,0.395525526,0.262817383,0
train,samoyed_131,30,375,500,2,0,2,0,0.453850667,0.339660645,1
train,samoyed_125,30,476,500,1,0,1,0,0.51405042,0.489440918,1
train,samoyed_155,30,333,500,3,0,2,1,0.221087087,0.145202637,0
train,samoyed_11,30,500,325,1,0,1,0,0.509409231,0.33026123,1
train,samoyed_141,30,351,500,2,0,2,0,0.127105413,0.0883789062,1
train,samoyed_15,30,500,377,1,0,1,0,0.497984085,0.377624512,1
train,samoyed_110,30,333,500,1,0,1,0,0.398576577,0.264282227,1
train,samoyed_167,30,335,500,2,0,1,0,0.423062687,0.282165527,0
train,samoyed_106,30,500,327,1,0,1,0,0.525137615,0.343688965,1
train,samoyed_123,30,332,500,1,0,1,0,0.238716867,0.158325195,1
train,samoyed_188,30,500,375,2,0,2,0,0.180485333,0.135620117,1
train,samoyed_177,30,334,500,2,0,1,0,0.21011976,0.13873291,0
train,samoyed_16,30,500,375,1,0,1,0,0.63992,0.481323242,1
train,samoyed_108,30,500,333,1,1,1,2,0.474972973,0.315307617,0
train,samoyed_149,30,375,500,1,0,1,0,0.249824,0.187255859,1
train,samoyed_143,30,333,500,2,0,2,0,0.254468468,0.16973877,1
train,samoyed_17,30,479,500,1,0,1,0,0.58325261,0.559631348,1
train,samoyed_190,30,500,375,3,0,2,1,0.203589333,0.151489258,0
train,samoyed_186,30,500,334,2,1,2,0,0.371131737,0.248779297,0
train,samoyed_152,30,500,334,2,0,2,0,0.52857485,0.353942871,1
train,samoyed_122,30,375,500,1,1,1,0,0.155877333,0.116760254,0
train,samoyed_170,30,333,500,2,0,1,0,0.172540541,0.113464355,0
train,samoyed_104,30,333,500,1,2,1,1,0.257855856,0.170959473,0
train,samoyed_129,30,500,333,2,1,1,0,0.518252252,0.343994141,0
train,samoyed_164,30,333,500,3,0,1,0,0.278858859,0.184631348,0
train,samoyed_154,30,333,500,2,0,1,0,0.23978979,0.159301758,0
train,samoyed_144,30,375,500,2,0,2,0,0.187904,0.140930176,1
train,samoyed_133,30,333,500,1,1,1,2,0.546246246,0.362243652,0
train,samoyed_132,30,500,333,2,0,1,0,0.73618018,0.486999512,0
train,samoyed_158,30,333,500,1,0,1,0,0.369987988,0.245788574,1
train,samoyed_101,30,375,500,1,0,1,0,0.123152,0.092590332,1
train,samoyed_124,30,344,500,1,0,1,0,0.374755814,0.258117676,1
train,samoyed_100,30,334,500,1,0,1,0,0.662778443,0.445678711,1
train,samoyed_120,30,500,375,1,0,1,0,0.367973333,0.275634766,1
train,samoyed_139,30,455,500,2,1,1,2,0.516320879,0.466552734,0
train,samoyed_140,30,375,500,2,0,2,0,0.143642667,0.106384277,1
train,samoyed_115,30,333,500,1,0,1,0,0.309675676,0.205383301,1
train,samoyed_159,30,333,500,1,0,1,0,0.204744745,0.133850098,1
train,samoyed_138,30,375,500,2,1,2,0,0.287941333,0.215454102,0
train,samoyed_174,30,334,500,2,0,1,0,0.442874251,0.298400879,0
train,samoyed_182,30,334,500,1,0,1,0,0.317694611,0.213623047,1
train,scottish_terrier_143,31,442,463,1,0,1,0,0.329696158,0.314025879,1
train,scottish_terrier_177,31,333,500,2,0,2,0,0.507657658,0.336242676,1
train,scottish_terrier_154,31,500,429,1,0,1,0,0.222214452,0.191345215,1
train,scottish_terrier_16,31,432,500,1,0,1,0,0.550310185,0.476806641,1
train,scottish_terrier_182,31,333,500,2,0,1,0,0.537177177,0.35736084,0
train,scottish_terrier_148,31,500,381,2,0,2,0,0.44015748,0.336791992,1
train,scottish_terrier_141,31,500,375,2,0,2,0,0.366512,0.274353027,1
train,scottish_terrier_129,31,335,500,3,0,2,0,0.519958209,0.348693848,0
train,scottish_terrier_142,31,454,500,1,0,1,0,0.404114537,0.365783691,1
train,scottish_terrier_10,31,335,500,1,0,1,0,0.16839403,0.113037109,1
train,scottish_terrier_112,31,500,375,1,0,1,0,0.244986667,0.183044434,1
train,scottish_terrier_14,31,500,375,1,0,1,0,0.115082667,0.0866699219,1
train,scottish_terrier_127,31,500,375,2,0,2,0,0.627504,0.471374512,1
train,scottish_terrier_133,31,358,500,2,0,2,0,0.394994413,0.282775879,1
train,scottish_terrier_140,31,500,338,1,0,1,0,0.553295858,0.375488281,1
train,scottish_terrier_173,31,375,500,2,0,1,0,0.451829333,0.337341309,0
train,scottish_terrier_185,31,433,500,1,0,1,0,0.782397229,0.678222656,1
train,scottish_terrier_108,31,375,500,1,0,1,0,0.333552,0.249633789,1
train,scottish_terrier_155,31,332,500,2,0,2,0,0.309180723,0.204040527,1
train,scottish_terrier_109,31,375,500,1,0,1,0,0.0863786667,0.0643920898,1
train,scottish_terrier_115,31,500,442,2,0,2,0,0.512760181,0.449645996,1
train,scottish_terrier_163,31,363,500,2,0,1,0,0.362325069,0.263427734,0
train,scottish_terrier_120,31,500,416,2,0,1,1,0.505552885,0.418884277,0
train,scottish_terrier_172,31,500,375,2,0,1,0,0.526602667,0.39465332,0
train,scottish_terrier_136,31,500,413,2,1,2,0,0.543641646,0.449707031,0
train,scottish_terrier_170,31,375,500,2,0,1,0,0.605168,0.454223633,0
train,scottish_terrier_116,31,500,422,1,0,1,0,0.584146919,0.49206543,1
train,scottish_terrier_187,31,500,333,1,0,1,0,0.555255255,0.367980957,1
train,scottish_terrier_144,31,375,500,2,0,2,0,0.359648,0.269348145,1
train,scottish_terrier_101,31,375,500,4,0,3,2,0.159776,0.11920166,0
train,scottish_terrier_165,31,375,500,2,0,1,0,0.2696,0.202270508,0
train,scottish_terrier_189,31,500,424,2,1,2,0,0.307235849,0.262084961,0
train,scottish_terrier_102,31,332,500,1,0,1,0,0.0677228916,0.0453491211,1
train,scottish_terrier_188,31,333,500,1,0,1,1,0.333657658,0.222045898,0
train,scottish_terrier_167,31,333,500,1,0,1,0,0.324222222,0.215515137,1
train,scottish_terrier_18,31,333,500,1,0,1,0,0.193159159,0.128295898,1
train,scottish_terrier_114,31,500,391,2,1,1,1,0.62170844,0.485961914,0
train,scottish_terrier_176,31,500,375,1,0,1,0,0.702714667,0.526367188,1
train,scottish_terrier_113,31,375,500,2,1,2,0,0.358592,0.268188477,0
train,scottish_terrier_122,31,439,449,1,0,1,0,0.359431995,0.351013184,1
train,scottish_terrier_178,31,333,500,1,0,1,0,0.160528529,0.106628418,1
train,scottish_terrier_137,31,500,348,1,1,1,0,0.520706897,0.362060547,0
train,scottish_terrier_132,31,375,500,2,0,1,0,0.338656,0.254089355,0
train,scottish_terrier_179,31,336,500,2,0,1,0,0.192583333,0.127807617,0
train,scottish_terrier_153,31,500,332,1,1,1,0,0.723915663,0.480529785,0
train,scottish_terrier_131,31,500,358,2,0,2,0,0.434217877,0.311767578,1
train,scottish_terrier_106,31,442,332,1,0,1,0,0.479086027,0.35925293,1
train,scottish_terrier_15,31,500,400,1,0,1,0,0.528355,0.42010498,1
train,scottish_terrier_126,31,375,500,1,0,1,0,0.297930667,0.221130371,1
train,scottish_terrier_107,31,375,500,1,2,1,4,0.132122667,0.0992431641,0
train,shiba_inu_117,32,342,500,1,0,1,0,0.215426901,0.147827148,1
train,shiba_inu_110,32,375,500,1,0,1,0,0.420037333,0.316101074,1
train,shiba_inu_142,32,334,500,1,0,1,0,0.34745509,0.233337402,1
train,shiba_inu_11,32,334,500,1,0,1,0,0.442353293,0.296875,1
train,shiba_inu_112,32,375,500,1,0,1,0,0.0895146667,0.0679321289,1
train,shiba_inu_108,32,500,333,1,0,1,0,0.600252252,0.39855957,1
train,shiba_inu_183,32,460,500,2,5,1,2,0.226186957,0.20880127,0
train,shiba_inu_126,32,332,500,1,0,1,0,0.202439759,0.134338379,1
train,shiba_inu_163,32,375,500,1,0,1,0,0.243674667,0.182983398,1
train,shiba_inu_150,32,500,377,1,0,1,0,0.431543767,0.326599121,1
train,shiba_inu_152,32,500,335,1,0,1,0,0.352316418,0.237365723,1
train,shiba_inu_180,32,375,500,2,0,1,1,0.221413333,0.164855957,0
train,shiba_inu_10,32,375,500,1,0,1,0,0.241264,0.180664062,1
train,shiba_inu_177,32,500,333,4,0,2,1,0.342876877,0.226928711,0
train,shiba_inu_187,32,500,333,2,0,1,0,0.385267267,0.254577637,0
train,shiba_inu_172,32,365,500,3,0,2,0,0.487484932,0.354064941,0
train,shiba_inu_198,32,334,500,2,0,2,0,0.359862275,0.240356445,1
train,shiba_inu_16,32,500,333,1,0,1,0,0.61445045,0.407226562,1
train,shiba_inu_178,32,333,500,2,0,2,0,0.426306306,0.282104492,1
train,shiba_inu_14,32,362,500,1,0,1,0,0.117524862,0.0850219727,1
train,shiba_inu_19,32,333,500,1,0,1,0,0.40951952,0.271972656,1
train,shiba_inu_107,32,375,500,1,0,1,0,0.353690667,0.264892578,1
train,shiba_inu_118,32,500,371,1,0,1,0,0.231752022,0.171386719,1
train,shiba_inu_101,32,500,375,1,0,1,0,0.151669333,0.113464355,1
train,shiba_inu_125,32,332,500,1,0,1,0,0.235512048,0.155761719,1
train,shiba_inu_122,32,500,327,1,0,1,0,0.58853211,0.386962891,1
train,shiba_inu_146,32,375,500,3,0,3,0,0.171642667,0.128723145,1
train,shiba_inu_12,32,375,500,1,0,1,0,0.326266667,0.244262695,1
train,shiba_inu_145,32,375,500,3,0,3,0,0.139477333,0.104492188,1
train,shiba_inu_133,32,375,500,1,4,1,2,0.2004,0.150634766,0
train,shiba_inu_194,32,333,500,1,0,1,0,0.484846847,0.322021484,1
train,shiba_inu_199,32,500,432,2,0,2,0,0.55487963,0.481506348,1
train,shiba_inu_15,32,333,500,1,0,1,0,0.588096096,0.390991211,1
train,shiba_inu_103,32,400,500,1,0,1,0,0.123165,0.0979614258,1
train,shiba_inu_181,32,333,500,1,0,1,0,0.497483483,0.329223633,1
train,shiba_inu_182,32,444,500,1,0,1,0,0.591806306,0.527160645,1
train,shiba_inu_18,32,500,333,1,0,1,0,0.329261261,0.218383789,1
train,shiba_inu_109,32,500,375,1,0,1,0,0.200304,0.150146484,1
train,shiba_inu_139,32,500,329,1,0,1,0,0.388431611,0.254821777,1
train,shiba_inu_153,32,416,500,1,0,1,0,0.4548125,0.376037598,1
train,shiba_inu_196,32,333,500,2,0,1,0,0.287027027,0.190124512,0
train,shiba_inu_140,32,395,500,1,0,1,0,0.191898734,0.152832031,1
train,shiba_inu_131,32,409,500,1,0,1,0,0.409418093,0.336120605,1
train,shiba_inu_154,32,500,364,1,0,1,0,0.600736264,0.434875488,1
train,shiba_inu_176,32,333,500,1,0,1,0,0.673183183,0.446472168,1
train,shiba_inu_115,32,375,500,1,2,1,1,0.223546667,0.167114258,0
train,shiba_inu_155,32,335,500,2,0,1,0,0.271408955,0.182800293,0
train,shiba_inu_165,32,500,333,1,0,1,0,0.41648048,0.276000977,1
train,shiba_inu_13,32,281,500,1,0,1,0,0.172455516,0.0972290039,1
train,shiba_inu_147,32,500,375,1,0,1,0,0.515466667,0.386901855,1
train,Siamese_159,33,375,500,1,0,1,0,0.505136,0.378967285,1
train,Siamese_129,33,375,500,1,0,1,0,0.636085333,0.476501465,1
train,Siamese_205,33,333,500,1,0,1,0,0.485489489,0.32220459,1
train,Siamese_193,33,500,333,1,1,1,2,0.401243243,0.266723633,0
train,Siamese_154,33,375,500,1,0,1,0,0.483344,0.362365723,1
train,Siamese_139,33,500,333,1,0,1,0,0.606324324,0.403686523,1
train,Siamese_208,33,333,500,1,0,1,0,0.381387387,0.253173828,1
train,Siamese_140,33,500,367,1,0,1,0,0.571307902,0.419311523,1
train,Siamese_17,33,500,500,1,0,1,0,0.651408,0.651184082,1
train,Siamese_104,33,393,500,1,0,1,0,0.50605598,0.399108887,1
train,Siamese_176,33,400,500,1,0,1,0,0.582135,0.462463379,1
train,Siamese_127,33,334,500,1,0,1,0,0.399449102,0.269714355,1
train,Siamese_143,33,375,500,1,0,1,0,0.29832,0.22467041,1
train,Siamese_128,33,444,500,1,0,1,0,0.529157658,0.471069336,1
train,Siamese_163,33,375,500,1,0,1,0,0.561797333,0.421264648,1
train,Siamese_201,33,270,235,1,0,1,0,0.411268716,0.356445312,1
train,Siamese_136,33,354,500,1,0,1,0,0.397711864,0.282836914,1
train,Siamese_141,33,375,500,1,0,1,0,0.465477333,0.349121094,1
train,Siamese_101,33,500,375,1,0,1,0,0.12888,0.0971069336,1
train,Siamese_198,33,333,500,2,0,2,0,0.265189189,0.176635742,1
train,Siamese_189,33,500,334,1,0,1,0,0.544449102,0.365539551,1
train,Siamese_112,33,375,500,1,0,1,0,0.452512,0.339782715,1
train,Siamese_122,33,500,333,1,0,1,0,0.799987988,0.531311035,1
train,Siamese_109,33,399,500,1,0,1,0,0.552927318,0.441162109,1
train,Siamese_113,33,375,500,1,0,1,0,0.328266667,0.246398926,1
train,Siamese_137,33,500,345,1,0,1,0,0.292869565,0.200866699,1
train,Siamese_185,33,500,331,1,0,1,0,0.134126888,0.0888671875,1
train,Siamese_181,33,375,500,1,0,1,0,0.500565333,0.375244141,1
train,Siamese_117,33,333,500,1,0,1,0,0.562462462,0.373168945,1
train,Siamese_194,33,333,500,1,0,1,0,0.429663664,0.285217285,1
train,Siamese_157,33,375,500,1,0,1,0,0.622010667,0.466003418,1
train,Siamese_130,33,375,500,1,1,1,1,0.516432,0.388244629,1
train,Siamese_148,33,437,500,1,0,1,0,0.238897025,0.209472656,1
train,Siamese_161,33,375,500,1,0,1,0,0.545376,0.409118652,1
train,Siamese_202,33,500,451,1,2,1,0,0.739019956,0.663269043,0
train,Siamese_151,33,500,333,1,0,1,0,0.952462462,0.631835938,1
train,Siamese_178,33,400,500,1,0,1,0,0.37776,0.301330566,1
train,Siamese_116,33,500,334,1,0,1,0,0.289664671,0.194335938,1
train,Siamese_183,33,346,500,1,0,1,0,0.239075145,0.16595459,1
train,Siamese_172,33,375,500,1,0,1,0,0.242378667,0.181762695,1
train,Siamese_146,33,375,500,1,0,1,0,0.373818667,0.27947998,1
train,Siamese_171,33,375,500,1,0,1,0,0.183578667,0.136535645,1
train,Siamese_158,33,375,500,1,0,1,0,0.581989333,0.436340332,1
train,Siamese_125,33,334,500,1,0,1,0,0.483227545,0.324707031,1
train,Siamese_169,33,375,500,1,0,1,0,0.508832,0.381958008,1
train,Siamese_126,33,500,375,1,0,1,0,0.509093333,0.381958008,1
train,Siamese_110,33,500,375,1,0,1,1,0.547328,0.408569336,0
train,Siamese_200,33,500,375,1,0,1,0,0.416074667,0.312072754,1
train,Siamese_119,33,335,500,1,0,1,0,0.129671642,0.0872802734,1
train,Sphynx_185,34,500,375,1,0,1,0,0.292090667,0.218994141,1
train,Sphynx_195,34,333,500,1,0,1,0,0.508570571,0.337097168,1
train,Sphynx_127,34,500,332,1,1,1,0,0.269873494,0.178955078,0
train,Sphynx_111,34,500,332,1,0,1,0,0.690174699,0.458618164,1
train,Sphynx_12,34,333,500,1,0,1,0,0.419183183,0.278930664,1
train,Sphynx_205,34,333,500,1,0,1,0,0.306048048,0.203063965,1
train,Sphynx_196,34,500,375,1,0,1,0,0.265104,0.199157715,1
train,Sphynx_1,34,275,183,1,0,1,0,0.529041232,0.350646973,1
train,Sphynx_192,34,333,500,1,0,1,0,0.277405405,0.184143066,1
train,Sphynx_191,34,454,500,1,1,1,1,0.461171806,0.418518066,1
train,Sphynx_143,34,366,500,1,1,1,1,0.462956284,0.33996582,1
train,Sphynx_18,34,375,500,1,0,1,0,0.202538667,0.151306152,1
train,Sphynx_173,34,375,500,1,0,1,0,0.542629333,0.407836914,1
train,Sphynx_181,34,327,500,1,0,1,0,0.481107034,0.316345215,1
train,Sphynx_203,34,500,332,1,2,1,1,0.191439759,0.127197266,0
train,Sphynx_112,34,500,375,1,0,1,0,0.320954667,0.241088867,1
train,Sphynx_197,34,500,498,1,0,1,0,0.300188755,0.297546387,1
train,Sphynx_144,34,500,333,1,0,1,0,0.414612613,0.274414062,1
train,Sphynx_108,34,334,500,1,0,1,0,0.109263473,0.0734863281,1
train,Sphynx_164,34,500,500,1,0,1,0,0.329412,0.329040527,1
train,Sphynx_122,34,500,375,1,2,1,3,0.383866667,0.287353516,0
train,Sphynx_198,34,500,333,1,0,1,0,0.455369369,0.302307129,1
train,Sphynx_11,34,332,500,1,3,1,2,0.204361446,0.136230469,0
train,Sphynx_179,34,500,460,1,0,1,0,0.512778261,0.472045898,1
train,Sphynx_160,34,372,500,1,0,1,0,0.288747312,0.21472168,1
train,Sphynx_134,34,332,500,1,0,1,0,0.407325301,0.270080566,1
train,Sphynx_200,34,500,375,1,0,1,0,0.505184,0.379333496,1
train,Sphynx_104,34,334,500,1,0,1,0,0.144275449,0.0974121094,1
train,Sphynx_157,34,354,500,1,2,1,2,0.196141243,0.139648438,1
train,Sphynx_129,34,332,500,1,1,1,1,0.242168675,0.160400391,1
train,Sphynx_119,34,500,500,1,0,1,1,0.328284,0.328186035,0
train,Sphynx_114,34,332,500,1,0,1,0,0.500240964,0.332702637,1
train,Sphynx_178,34,500,333,1,0,1,0,0.332348348,0.22064209,1
train,Sphynx_158,34,500,500,1,0,1,0,0.32122,0.320922852,1
train,Sphynx_145,34,333,500,1,0,1,0,0.250504505,0.166381836,1
train,Sphynx_142,34,332,500,1,1,1,1,0.648771084,0.431152344,1
train,Sphynx_159,34,500,364,1,0,1,0,0.412335165,0.299682617,1
train,Sphynx_151,34,388,500,1,0,1,0,0.269216495,0.209228516,1
train,Sphynx_174,34,401,500,1,0,1,0,0.674528678,0.542053223,1
train,Sphynx_139,34,444,500,1,0,1,0,0.32859009,0.291809082,1
train,Sphynx_132,34,375,500,1,0,1,0,0.576768,0.432617188,1
train,Sphynx_14,34,333,500,1,0,1,0,0.580900901,0.385559082,1
train,Sphynx_153,34,500,332,1,0,1,0,0.34239759,0.226806641,1
train,Sphynx_17,34,500,500,1,0,1,0,0.584588,0.585510254,1
train,Sphynx_166,34,375,500,1,0,1,0,0.327024,0.244934082,1
train,Sphynx_136,34,335,500,1,0,1,0,0.320531343,0.215454102,1
train,Sphynx_156,34,333,500,1,0,1,0,0.603225225,0.400634766,1
train,Sphynx_15,34,349,500,1,0,1,0,0.435782235,0.303039551,1
train,Sphynx_137,34,312,500,1,0,1,0,0.330948718,0.206542969,1
train,Sphynx_193,34,366,500,1,0,1,0,0.387125683,0.284240723,1
train,staffordshire_bull_terrier_150,35,375,500,2,0,2,0,0.149125333,0.110656738,1
train,staffordshire_bull_terrier_143,35,375,500,2,0,1,0,0.545178667,0.408813477,0
train,staffordshire_bull_terrier_126,35,375,500,2,0,1,0,0.213157333,0.159057617,0
train,staffordshire_bull_terrier_167,35,375,500,2,0,1,0,0.378106667,0.282531738,0
train,staffordshire_bull_terrier_120,35,500,333,2,1,1,1,0.218582583,0.144042969,0
train,staffordshire_bull_terrier_15,35,500,469,1,0,1,0,0.336012793,0.314331055,1
train,staffordshire_bull_terrier_113,35,375,500,2,0,1,0,0.70776,0.529968262,0
train,staffordshire_bull_terrier_159,35,375,500,3,0,2,0,0.549333333,0.411376953,0
train,staffordshire_bull_terrier_188,35,375,500,2,0,1,0,0.538709333,0.403503418,0
train,staffordshire_bull_terrier_152,35,375,500,2,0,2,0,0.200122667,0.149414062,1
train,staffordshire_bull_terrier_117,35,375,500,2,0,1,0,0.369322667,0.276977539,0
train,staffordshire_bull_terrier_151,35,375,500,2,0,2,0,0.476138667,0.356994629,1
train,staffordshire_bull_terrier_197,35,375,500,2,0,1,0,0.385994667,0.289428711,0
train,staffordshire_bull_terrier_108,35,375,500,1,1,1,1,0.268266667,0.200500488,1
train,staffordshire_bull_terrier_123,35,375,500,2,0,2,0,0.394074667,0.29510498,1
train,staffordshire_bull_terrier_155,35,375,500,1,0,1,0,0.52232,0.392028809,1
train,staffordshire_bull_terrier_100,35,500,412,1,0,1,0,0.287271845,0.234863281,1
train,staffordshire_bull_terrier_114,35,375,500,2,0,2,0,0.31312,0.235107422,1
train,staffordshire_bull_terrier_195,35,375,500,1,0,1,0,0.559152,0.419067383,1
train,staffordshire_bull_terrier_141,35,375,500,2,1,1,2,0.327818667,0.245239258,0
train,staffordshire_bull_terrier_105,35,429,500,1,0,1,0,0.556937063,0.479003906,1
train,staffordshire_bull_terrier_14,35,500,351,1,0,1,0,0.303002849,0.21282959,1
train,staffordshire_bull_terrier_1,35,500,299,1,0,1,0,0.336428094,0.202636719,1
train,staffordshire_bull_terrier_185,35,375,500,2,0,2,0,0.107584,0.0841674805,1
train,staffordshire_bull_terrier_16,35,400,500,1,0,1,0,0.64582,0.513244629,1
train,staffordshire_bull_terrier_190,35,375,500,2,0,2,0,0.575184,0.431091309,1
train,staffordshire_bull_terrier_138,35,375,500,2,0,1,0,0.387946667,0.290100098,0
train,staffordshire_bull_terrier_169,35,375,500,2,0,1,0,0.274426667,0.205505371,0
train,staffordshire_bull_terrier_162,35,375,500,2,0,2,0,0.400922667,0.301208496,1
train,staffordshire_bull_terrier_132,35,333,500,2,0,2,0,0.191531532,0.127258301,1
train,staffordshire_bull_terrier_160,35,333,500,2,0,1,0,0.356084084,0.234680176,0
train,staffordshire_bull_terrier_130,35,375,500,2,0,2,0,0.0957013333,0.0713500977,1
train,staffordshire_bull_terrier_102,35,500,333,1,9,1,0,0.401411411,0.266906738,0
train,staffordshire_bull_terrier_181,35,375,500,2,0,1,1,0.292949333,0.219055176,0
train,staffordshire_bull_terrier_121,35,375,500,1,0,1,0,0.481216,0.361633301,1
train,staffordshire_bull_terrier_125,35,500,333,3,1,1,1,0.306876877,0.203735352,0
train,staffordshire_bull_terrier_129,35,433,500,1,0,1,0,0.207330254,0.180358887,1
train,staffordshire_bull_terrier_13,35,352,500,1,2,1,0,0.230045455,0.16204834,0
train,staffordshire_bull_terrier_101,35,500,333,1,0,1,0,0.322516517,0.213317871,1
train,staffordshire_bull_terrier_116,35,375,500,2,0,1,0,0.343365333,0.256408691,0
train,staffordshire_bull_terrier_171,35,375,500,2,0,1,0,0.25632,0.192565918,0
train,staffordshire_bull_terrier_166,35,500,333,2,0,2,0,0.357825826,0.237426758,1
train,staffordshire_bull_terrier_128,35,500,333,3,0,1,0,0.514768769,0.34161377,0
train,staffordshire_bull_terrier_118,35,375,500,2,0,2,0,0.161994667,0.121643066,1
train,staffordshire_bull_terrier_194,35,375,500,2,0,1,0,0.374768,0.28112793,0
train,staffordshire_bull_terrier_168,35,375,500,1,0,1,0,0.434170667,0.325683594,1
train,staffordshire_bull_terrier_110,35,334,500,2,0,1,0,0.359670659,0.241821289,0
train,staffordshire_bull_terrier_173,35,375,500,2,0,1,0,0.451770667,0.338500977,0
train,staffordshire_bull_terrier_119,35,375,500,2,0,2,1,0.268245333,0.200622559,0
train,staffordshire_bull_terrier_12,35,500,350,1,6,1,2,0.374171429,0.262512207,0
train,wheaten_terrier_131,36,500,375,2,0,1,0,0.645813333,0.484191895,0
train,wheaten_terrier_165,36,500,375,1,0,1,2,0.58272,0.4375,0
train,wheaten_terrier_154,36,375,500,2,0,2,0,0.46464,0.348388672,1
train,wheaten_terrier_126,36,333,500,1,0,1,0,0.114984985,0.0764160156,1
train,wheaten_terrier_157,36,375,500,2,0,2,0,0.388256,0.291625977,1
train,wheaten_terrier_102,36,333,500,1,0,1,0,0.20433033,0.135498047,1
train,wheaten_terrier_12,36,333,500,1,0,1,0,0.557171171,0.370056152,1
train,wheaten_terrier_159,36,375,500,2,0,1,0,0.378096,0.283081055,0
train,wheaten_terrier_167,36,375,500,1,0,1,1,0.666378667,0.499938965,0
train,wheaten_terrier_139,36,375,500,2,0,1,0,0.290122667,0.217407227,0
train,wheaten_terrier_175,36,330,500,1,0,1,0,0.550072727,0.360290527,1
train,wheaten_terrier_160,36,375,500,2,5,1,1,0.244768,0.182800293,0
train,wheaten_terrier_151,36,500,375,2,1,1,2,0.651877333,0.489624023,0
train,wheaten_terrier_168,36,330,500,2,0,2,0,0.292109091,0.19128418,1
train,wheaten_terrier_143,36,500,375,2,0,1,0,0.291018667,0.218811035,0
train,wheaten_terrier_147,36,500,333,2,0,2,0,0.390726727,0.258972168,1
